@relation tinkaEmo
@attribute text string
@attribute class {neutral,worry,angry,happy}

@Data
'Super was wird dafür benötigt?',happy
'was kann ich da jetzt machen',neutral
'jaja dise nummer habe ich angerufen',neutral
'Wenn ich ins Internet gehe steht:',neutral
'War gerade mit einer Kollegin von Ihnen Verbunden aber leider ist da was schief gelaufen',neutral
'Wie mach ich das??',worry
'ok und was kann ich jeztz tun?',neutral
'grüss Gott hier {Name}!',neutral
'ich frage nicht ohne grund',angry
'und die habe ich nie bekommen',neutral
'das wäre natürlich auch OK!',neutral
'Haben Sie einen Anhaltspunkt für mich?',neutral
'Aha ok danke aber bleibt moment da',neutral
'vielen Dank für die Hilfe und eine guten Rutsch ins neue Jahr ^^',happy
'Ich möchte sie jetzt anfordern bitte',neutral
'seit 22min das der nächste frei mitarbeiter für mich bereit steht ?',angry
'Ich schau nochmal aber naja...habe noch einen sehr alten vertrag',neutral
'Verstehe - also jetzt verstehe ich. Wirksam wird das aber erst nach einer nochmaligen Bestätigung ganz am Schluss des Vorgangs oder?',neutral
'o.k. Besten Dank. Das wars.',happy
'leider funktioniert der letzte Schritt nicht',worry
'schönen Tag noch. danke.',neutral
'Hallo! bei der serviceline hebt  ab.',angry
'Ich bedanke mich für diese Informationen und wünsche noch einen schönen Tag!',happy
'reicht es wenn ich dieses Formular online zu kommen {Name}?',neutral
'und das funktioniert nicht leider',neutral
'Was gibt es für einen',neutral
'sehr traurig und ein grpßer minus punkt für euch',angry
'Es handelt sich um einen Firmenanschluss',neutral
'War nett mit Dir zu plaudern.',happy
'nun ja dankeschön für die info ich wünsche einen schönen tag',neutral
'danke ich habe es mir durchgelesen',neutral
'ich teste gerade Homenet gerade',neutral
'ok danke. und 2. Frage',neutral
'nur bei mir noch nicht',neutral
'Soweit bin ich schon ja.',neutral
'Danke hat funktioniert. Noch einen schönen Abend. Gruss',happy
'Von OEPS. 20 % Vorteil.',neutral
'Wie lange dauert noch ungefähr? Ich habe schon seit 1 Wovhe warte.',angry
'und ich weis dieses nicht',neutral
'ich glaub ich habe kein kennwort',neutral
'ok - danke und auf wiedersehn',happy
'Ja gerade eben! Ist auf Automatisch incl LTE',neutral
'und nicht das schwächere billigere',neutral
'ahh mein t-mobile',neutral
'das Problem ist ich würde das gerne erledigen bevor ich wegfliege',worry
'Gut dann machen wir es so.',neutral
'Wäre also am Besten wenn ich bis März warte? Was passiert mit meinen Flamingos?',worry
'Bin ich nicht warten Sie',neutral
'Ok man findet aber viele im Telefonbuch',neutral
'Ich werde die Tipps aus dem Forum ausprobieren obwohl ich es unlogisch finde dass es jetzt aufeinmal überhaupt nicht mehr funktioniert.',angry
'Na dann danke trotzdem. Dann wirds A1 schon biegen. Liebe Grüße und schönen Tag noch!',happy
'wie geht das dann voran? ich fülle es aus und schicke es ihnen zu und dann?',neutral
'ja vielen dank! mit freundlichen grüssen wörz {Name}',happy
'Liebe grüße {Name}',happy
'bin aktuell bei Ihnen Kunde und meine Mindestvertragsdauer ist glaube ich bereits abgelaufen.',neutral
'Habe ich genau an dem Tag nachdem ich die E-Mail bekommen habe',neutral
'you so much!!',neutral
'Ok! Werde dort mal alle Info`s aufsaugen auf Fragen die ich noch habe!',neutral
'you should know that i am talking to you to help me',angry
'Aha. Und jetzt?',neutral
'Ich habe keinen Vertrag ich bin auch kein T-Mobile Kunde. Es geht um eine korrespondenz zwischen mir und dem CISO in Wien.',neutral
'Danke sehr! Schönen Tag noch!',happy
'Ok. Also keiner weiß heute was Anfang {Potentielle_ID} sein wird. Gut – ich schreibe dies auf damit ich mich dann wieder melden kann. Dann vielen Dank fürs Gespräch und einen sonnigen Tag wünsche ich Ihnen!',angry
'OK vielen Dank! Das passiert aber öfter. Woran liegt das?',angry
'Now i come back to my country but i wonder know the accumulated volumns i ve used.',angry
'OK. Danke und schönen Tag noch. LG {Name}.',neutral
'Bitte schönen Gruss ausrichten er rockt!',happy
'Möchte die NÜV-Informationen anfordern!',neutral
'ich denke mir wenn es so is wies sien soll wird sich eh nix ändern weil irgendwas kaputt machen kann man da j aned wenns aktuell is is eh aktuell oder?',neutral
'Nein danke alles bestens vielen Dank für die gute Beratung und schönen Abend noch!',happy
'und is das günstiger ?',neutral
'Vielen Dank. Wünsche Ihnen auch ein schönes Wochenende',happy
'herzlichen dank für deine hilfe',happy
'wohin bitte köönen s2ie mir das2 genau s2agen',neutral
'können sie mir da weiter helfen bitte',neutral
'Okay. Ich werde es mir überlegen.',neutral
'Dieses Formular habe ich bereits veruscht',neutral
'wo kann ich sehen - wann in etwa ich damit rechnen kann',neutral
'Der Chat ist mir zu Umständlich. Ich würde das lieber telefonisch klären. Danke für ihre Mühe.',neutral
'Perfekt recht herzlichen Danke für Ihre Bemühungen.',happy
'Ein Bonus auf was?',neutral
'wie lange dauert es bis zu der Bestätigung?',neutral
'Gibt es dazu auch ein Passwort?',neutral
'Tolle Auskunft toller Service! Ich find euch einfach klasse :-)',happy
'So hat ihre Mitarbeiterin {Name}',neutral
'Alles klar dann mach ich das mal soll ich im Kontaktformular ihren Namen angeben?',neutral
'ich wünsche ihnen auch einen schönen abend und einen guten rutsch ins neue jahr.. selbstverstämndluich mache ich die bewertung für sie',neutral
'es war keine wunschrufnummer - sondern eine nummer die mir die dame rausgesucht hat - das kann man ja selber sonst auch machen',neutral
'die Kindersicherung brauch ich sicher nicht!!',angry
'ich find das nicht mehr lustig hab mich für t-mobile entschieden damit ich ein guten service habe',angry
'Herzlichen Dank und schönen Tag noch Sie haben mir sehr geholfen! LG',happy
'ja genau werde ich machen',neutral
'Aber jetzt weiß ich immer noch nicht was ich mit den Cube machen soll',worry
'Alles klar und ab wann könnte ich wechseln?',neutral
'hab keine gesehen Moment.....',neutral
'auch in Geschlossenen Räumen bzw. Häuser?',neutral
'Okay passt. Und es reicht aus wenn ich mich an der Serviceline melde oder hier im Chat? Oder muss ich das schrifltich beantragen?',neutral
'super ich bestell gleich danke!',happy
'ok danke Ihnen schönen Tag',happy
'jetzt habe ich neu probiert und jetzt kann ich einiges von außen erreichen',neutral
'na dann und a tmobile shop kann uns nicht weiter helfen',neutral
'Es ist kein Telefon sondern ein speedport wlan schöüssel TMA0F6BCB4',worry
'Leider kann ich nicht wirklich Deutsch :(',worry
'zuerst macht ihr einen fehler und seid dann nicht im stande ihn ordentlich zu beheben',angry
'Es geht nämlich um folgendes',neutral
'Noch habe ich nicht das Vertrauen in meinen aktuellen Anbieter verloren jedoch schmeiße ich mein Geld auch nicht gerne beim Fenster hinaus',neutral
'okay.  you for your patience with me. It is nice talking to you.',happy
'ohje die hab ich bei meiner mutter. handy ist auf {Name}  angemeldet',neutral
'{Emailadresse} ist die Adresse',neutral
'aber i kann nicht verändern',neutral
'Von  16 auf Sternhofweg 10',neutral
'Hallo Ich habe ein Problem',neutral
'nein danke auf wiedersehen!',angry
'ich weiss :) verstehe ich alles . danke für deine zeit und noch einen schönen tag + Wochenende lg',happy
'Schade... Darf ich mir dann noch etwas Zeit lassen mit meiner Entscheidung?',neutral
'Ich will keine Drittanbieter haben.',neutral
'"Im Übrigen können sie sich ihre ""Haha-Bemerkung"" sparen!"',angry
'das war in wr. neustadt Im fischapark',neutral
'Guten Tag mein Name ist Fürschuß {Name}',neutral
'komisch ja weil für einen Internetzugriff wird nach einen PIN gefragt',worry
'jetzt z.B. funktionierts es gerade wieder...',neutral
'na ja  ständiger wechsel usw. sehr unfreundliche dame war das dazumal!!!',worry
'sry mein Name: {Name} :-)',neutral
'was für eine E-Mailadresse?',neutral
'Und wann würde es gehen?',neutral
'Schade. Trotzdem vielen Dank!',neutral
'aber wen ist nicht gut genug kann ich wider zurik schiken',neutral
'Also über Tele Ring keine Möglichkeit?',neutral
'Alles klar indemfall liegt es mit der Paketverfolgung daran dass ich Bestandskunde bin. War nur verwirrt aufgrund des Hinweises. Danke Ihnen in demfall!',neutral
'o.k nein danke das wars :) danke',happy
'ok dann werde ich das so machen - vielen dank für deine Hilfe',happy
'Lennox: Grüß Gott Herr {Name}.',neutral
'werde ich gerne machen und die 2. Frage die ich habe was passiert dann mit meinen gesammelten Flamingos?',neutral
'ah okay. Trotzdem danke :)',happy
'ja aber erst heute oder wann?',neutral
'"geht um einen reinen Internet Anschluss nutze den Tarif ""My HomeNet unlimited T i {Potentielle_ID}"""',neutral
'Danke das sie sich zeit dafür nehmen',happy
'könnten sie mirr bitte kurz Bescheid geben?',neutral
'Super - welche Daten brauchen sie von mir?',happy
'ok. d.h. es wird sehr wahrscheinlich morgen kommen?',neutral
'können Sie mir helfen dem nach zu gehen?',neutral
'sehr ärgerlich. danke für die auskunft.',angry
'danke das brauch ich nicht!',neutral
'sehen sie es was meine probleme ist',worry
'Momentan ist das für mich noch nicht relevant da dies erst jetzt durch den Umzug von Deutschland nach Österreich relevant wird. Dadurch habe ich keinen Vergleichswert',neutral
'wo sind meine manieren: guten morgen!',neutral
'OK danke für info schönen tag',happy
'Danke Gleichfalls. und schluss.',neutral
'ich habs schon gefunden ich kann es ja auch ändern oder?',happy
'Ja und dort sagen sie das ist nur bei T mobile möglich und ich soll bis zum Vorgestetzen gehen .',angry
'Ich bin noch dort wird jetzt gerade nochmals versucht',neutral
'Nein Danke sie haben mir sehr geholfen! Vielen Dank schönen Abend',happy
'Vielen Dank! :) Schönen Abend noch.',happy
'TElNr. {Telefonnummer}',neutral
'Ok danke! Schönen Tag noch! :)',happy
'Das wäre nett... Es ist nicht einfach Kunde bei der T-Mobile zu sein...',angry
'Ok danke!! Frohe weihnachten und einen schönen tag noch!',happy
'wichtige info danke!',happy
'ok danke  schönen Tag noch',happy
'Ist es bei euch zu haben den in der liste habe ich es nicht gefunden',neutral
'ich bin {Name} holler ich rufe für herrn  an',neutral
'mal weg mal wieder da',neutral
'ohh ich werde die dann ändern',neutral
'Und nein konnnten sie nicht.',angry
'guten tag mein name ist {Name} pukal',neutral
'Ich habe es bei ihnen Online bestellt damals',neutral
'Ah! Alles klar. Ich bedanke mich und wünsche Ihnen noch einen entspannten Tag.',happy
'toll das klappt ja wie geschnitten brot',happy
'OK - Danke! Dann ab Mittwoch (nachmittags) darf ich es versuchen?',neutral
'IMSI: {Potentielle_ID}',neutral
'Liebe {Name}',neutral
'Nein das wäre alles.',neutral
'Ich habe hier auch noch das Chatprotokoll..',neutral
'nevertheless you were very helpful thanks for your advice',happy
'weil ich sie nirgends findenkann',neutral
'alles klar. Vielen Dank für die Auskunft!',happy
'ok super viele dank :)',happy
'2. Was muss ich dafür tun?',neutral
'Meine Telefonnummer lt {Telefonnummer}',neutral
'geht das jetzt auch oder nur tagsüber',neutral
'ok versuch ich danke!',neutral
'Super ich versuche grad - darf ich mich nochmals melden sollte es nicht gehen oder an wenn sollte ich mich wenden?',neutral
'danke vielmals für die Hilfe. wünsche ihnen noch einen angenehmen tag',happy
'Ja mein Name ist  Harter',neutral
'Ich habe mich auch über mail schon beschwer',worry
'danke für rasche Antwort!',happy
'Ja aber nicht beim plus',neutral
'Es geht mir niemand ans telefon',angry
'Guten Morgen {Name} mein Name ist {Name}',neutral
'"Dann noch einen schönen Tag ;=)"',happy
'"Wären Sie so freundlich und würden diese Kontaktaufnahme bei meiner Kundennummer für s Erste hinterlegen? Damit die Kollegen wissen dass ich mich schon einmal diesebezüglich ""schlau"" gemacht habe..."',neutral
'ja bitte. Aber wie bin ich eigentlich dazu gekommen',neutral
'Okey danke Ihnen trotzdem vielmals und wünsche Ihnen einen schönen Tag!',happy
'?? und die {Potentielle_ID}....',neutral
'That is all thanks.',neutral
'es wäre mühsam über chat aber ich kann´s versuchen',neutral
'oder wo könnte ich es schauen?',neutral
'Ich wuensche ihnen noch einen angenehmen arbeitstag :)',happy
'Okej nur weil ich auf Ihrer seite etwas gelesen habe',neutral
'vermeken sie bitte irgendwo auf bei meinen daten in eurem system dass ich sehr sehr sehr unzufrieden bin mit t-mobile.. sehr!',angry
'Ok das Problem hat sich eben erübrigt. Nach dem 10 Versuch funktioniert es jetzt doch. Danke für Ihre Bemühungen!',happy
'Registriert müsste ich aber durch meinen telefon und meinen internet trarif sein',neutral
'Bei der neuen SIM Karte handelt es sich um die Karte für {Name} mit der Rufnummer {Telefonnummer}',neutral
'Kein Problem. Danke für Ihre Hilfe',happy
'Gerne. wie geht das?',neutral
'Vielen Dank aber es ist nicht Notwendigkeit ich bin mit dem jetzigen zufrieden.',happy
'Wass fur konsequnzen habe ich ....',worry
'über Port {Potentielle_ID}',neutral
'meine mindestvertragslauzeit ist schon vorbei',neutral
'Herzlichen dank - dann werde ich so vorgehen wie Sie mir vorgeschlagen haben. Besten Dank',happy
'Denke schon Also Shop in Steyr`?',neutral
'Achso ok verstehe. Vielen Dank für die Info',happy
'super. dann nochmals einen schönen tag und eine tolle woche noch!',happy
'ok und in der zentrale liegt keines vor?',neutral
'"gibt es eine Möglichkeit für mich das noch ""auszubessern""?"',worry
'Sehr gut dankeschön.',happy
'or do I have to do some additional operation?',neutral
'My Mobile Light würde ausreichen...',neutral
'Okey danke schönen Tag noch',happy
'Ok.. Vielen herzlichen Dank!',happy
'das ist sehr blöd naja tdm danke',angry
'nein mache Spaß habe schon alles bestätigt',happy
'Danke ich werde mir das anschauen!',neutral
'Bestellungs Nummer ist {Potentielle_ID}',neutral
'Ja da länger nicht Lieferbar',neutral
'vielen Dank für Ihre Aufklärung.. Beste Grüße',happy
'Ich möchte ins Kunden Center um meine Kundendaten einsehen zu können.',neutral
'Vielleicht wissen sie ja was da losnist',neutral
'und ich hab mit dem Chef oder keine Ahnung wer das war hat gemeint ich kann es bei jeder tmobile shop es wieder zurück schicken an einem bestimmten person',angry
'Ok. Danke. Schönes wochenende',happy
'und bin auf der suche nach einem guten anbieter',neutral
'dann sendet es mir per SMS oder per e-maiö',neutral
'[Änderung nicht übers Handydas benutzt meine 12 jährige Tochter',neutral
'super..vielen Dank! kriege ich heute noch eine bestätigung? holt wer von primetime das paket noch heute ab?',happy
'falls sie Interesse an Tennis haben',neutral
'Achso :-) Vielen Dank für die Information',neutral
'Ihnen auch {Name}',neutral
'habe eben mit ihrem kollegen telefoniert',neutral
'oki werde ich mir suchen',happy
'Ach sorry mein Name ist {Name}',neutral
'Ok ich probiere es',neutral
'vielen dank für ihre Hilfe {Name}. ich wünache ihnen noch einen schönen Tag!',happy
'Ich versuche es gerade mit dem IE _ BISHER FIREFOX!',neutral
'ja aber wieviel habe ich heute noch',neutral
'Sehr schön das hilft mir mal weiter.',happy
'das wäre sehr nett. ja bitte',neutral
'nein danke hast mir sehr geholfen',happy
'd.h. es sollte problemlos funktionieren?',worry
'{Name}! ich möchte meinen vertrag nicht wirklch verlängern - aber die anderen optionen lassen den chat crashen also ja.',angry
'Hallo ich habe da eine etwas spezielle frage :)',neutral
'OK. Danke für die prompte Erledigung.',happy
'ok Danke dan habe ich alle Fragen beanwortet ein schönen Tag',happy
'Alles klar  dann werde ich einfach mal dirket im Shop nachfragen',neutral
'dass überlege ich mir noch.',neutral
'Vielen Dank nochmals und frohe Weihnachten',happy
'O super wie genau funktioniert das bitte',neutral
'usw. aber nie nie über 3 Stunden',neutral
'ist das wirklich das letzte angebot von t-mobile?',angry
'Okay sehr gut! Vielen Dank!',happy
'danke dann hab ich alles gefragt was ich fragen musste',neutral
'{Name} BEDANKT sich für Ihre Information',neutral
'Hallo  ich bräuchte einmal eine Auskunft zu der NUmmer {Telefonnummer}',neutral
'einziehungsaufräge lautet *****',neutral
'Danke dann werde ich das bei Gelegenheit nachholen.',neutral
'was bedeutet UDI014/EC ???',neutral
'das ließe sich anhand der IMEI auch eindeutig klären??',worry
'ok alles klar! Dankesehr!',happy
'weil die mafia eben anders mehr geld verdient...',angry
'wenn ich mien jetzige Tarif und diese UPC Betrag kombiniere dann ist es ca. {Potentielle_ID} aber für beide....',neutral
'auch ihnen einen schönen abend',happy
'ja viel zu oft habe ich telefoniert und gechattet',neutral
'Danke alles klar!',happy
'okay alles klar jetzt versteh ich das :D',happy
'Auch wenn das Konto auf eine OG läuft?',neutral
'Und wieviele Tage/Wochen noch bis diese 2-3 Wochen erreicht sind? Letzte Woche habe ich bei Ihnen angerufen.',angry
'das ist das paket mit {Potentielle_ID} ?',neutral
'danke kenn mich aus. mfg u schönen tag',neutral
'Ja dann würde ich gleich wechseln!',neutral
'wo findet die umfrage statt?',neutral
'Hab meins bereits lezten montag bestellt...',angry
'Entschuldigen Sie mein Name ist {Name}',neutral
'ok das zeichen ist da',happy
'Das wäre ein Nachteil gegenüber Neuanmeldungen bei Neukunden.',worry
'das war meine eig. frage....',neutral
'und wie nennt sich das',neutral
'okay. danke für die beantwortung und noch einen schönen tag!',neutral
'Der Chat hat sich von allein geöffnet ich habe nicht um ihre Hilfe gebeten',neutral
'Starkes Stück - muss ich sagen - mir vor zu halten dass ich fragen nicht kognitiv bewältigen kann',angry
'Danke ebenfalls einen angenehmen Abend',happy
'für normal mein Laptop und mein handy',neutral
'Dort habe ich schon geschaut aber nichts gefunden. Vielleicht können Sie mich anrufen?',neutral
'Ist eine Zustellung mit Anfang Dezember möglich',neutral
'"Na gut das würde mir auch schon reichen ;)"',happy
'Ja meines ist aus dem Jahr {Potentielle_ID}',neutral
'jetzt sehen sie meine nummer ja',worry
'Ich denke schon aber sicher bin ich mir nicht',worry
'ok können Sie mir da was empfehlen?',neutral
'achso verstehe. und juhu kann ich jederzeit einlösen?',happy
'ich habe eine frage und zwar..',neutral
'Ich bin nächste Woche unterwegs und brauche es bis spätestens Freitag wie bekommen wir das hin?',worry
'Ich habe gester die Antwort von Crif erhalten.',neutral
'Momentan nicht. Ich habe es aber schon über WLAN und über mein normales Internet versucht.',neutral
'Ich sehe nur eine weiße Seite . Ok',neutral
'und dafür berechnen sie dann 50 euro?',angry
'13.04.1965 und {Potentielle_ID}',neutral
'Okay. Thank you.',neutral
'oder auch schon länger.',neutral
'Vielen Dank. Dann werde ich mal durch die grosse weite Telekom Welt irren und hoffen dass mich jemand Prozess konform abholt.',angry
'dann danke und auf nimmer wiedersehen T-Mobile',angry
'und was mich das kostet?',neutral
'Ja. das geht.',neutral
'Ah OK vielen DankLG {Name}',happy
'Können Sie mir helfen bitte_',neutral
'Können Sie mir hier helfen ?',neutral
'ok habe es schon gesehendanke',neutral
'ist es jedereit möglich oer gibt es eine Mindestdauer?',neutral
'thxdir auch....',happy
'Hallo könnten sie mich bitte mit   verbinden geht das ??',neutral
'Schönen Tag noch auf Wiedersehen',neutral
'Danke für Ihre Hilfe.Schönen Abend noch!',happy
'{Telefonnummer} & {Telefonnummer}',neutral
'Ich wünsche einen baldigen und feinen Feierabend',happy
'Genial! Vielen herzlichen Dank! Schönes Wochenende!',happy
'Okay dann machen wir das bitte so! :)',happy
'wünsche ihnen einen schönen angenehmen Tag',happy
'Ich war schon im Shop T-Mobile und Hartlauer und beide sagten mir es gehe nicht. Ich drucke also diese Unterhaltung aus und gehe nochmals dort hin?',neutral
'1. blau 2. grün',neutral
'falls es das ist {Potentielle_ID}',neutral
'Da war ich vor diesem Chat gescheiter wie danach',angry
'Warum ist das so teuer geworden während der letzten 3 Jahre? Keine ordentliche Konkurrenz mehr?',angry
'ich will es dann im shop machen',neutral
'das ist aber nur für 1 Nummer???',neutral
'Doch leider is mir hier sehr vieles zu teuer..',worry
'ja ich habe einen virenschutz! danke für die nette Beratung und für die Änderung!',happy
'wir legen sämtliche Nummern zusammen aber bei einem anderen Anbieter',angry
'ich wünsche Ihnen noch einen schönen Tag.',neutral
'Ist die schon aktiv?',neutral
'meine frage war ja eine andere',angry
'Können Sie mir helfen??',worry
'KD-Nr: {Potentielle_ID}',neutral
'okay vielen dank dann hat es sich schon erledigt schönen abend noch',neutral
'Aha danke für die Info - Herr {Name} ist dzt krank und wird sich dann bei ihnen melden.',neutral
'wenn man es über einen T-Mobile Mitarbeiter machen lässt hab ich gehört 30%. Ist das korrekt?',neutral
'Ja hab ich noch nen schönen Tag {Name}',neutral
'NEIN DANKE!!! - sofort deaktivieren!',angry
'Vielen dank werd es gleih ausprobieren',happy
'Herzlichen Dank. Das ist wirklich merkwürdig. Ich habe mich bei A1 angemeldet und bin irgendwie auf Sie gekommen.',neutral
'Uer kunde war mal vor 10 jahren bei euch',neutral
'Kann ich gerne machen wäre kein Problem!',neutral
'Schönen Tag noch auf und wiedersehen',neutral
'Danke. Ihnen acuh einen schönen Abend',happy
'ok stimmt wurde rausgeworfen! jetzt!',neutral
'ich weiß nicht ob sie den verlauf gelesen haben',neutral
'ok herzlichen Dank und schönen Tag noch :-)',happy
'ok wie würde das ablaufen? ich muss erst mit meiner Mutter sprechen ob sie das möchte oder ein neus kauft',neutral
'okay und was ist jetzt?',neutral
'Vielen Dank guten Rutsch!',happy
'ich war vorhin schon im kundenchat aber auf meine frage bekam ich leider keine antwort :(',worry
'Ok danke dann hätt sich das erledigt',neutral
'die erste: {Telefonnummer}',neutral
'Ich habe bereits über das Kontaktformular gesendet',neutral
'anscheinend hat Tmobile genug Kunden danke für Ihre hilfe!',angry
'Ob es am selben Tag ist bzw ende des monats',neutral
'ok - und die ist nicht irgendwie an die telefonnummer gebunden?',neutral
'lt. der vorgangsnr. siehe oben',neutral
'Schönen guten morgen {Name}',neutral
'kann es WhatsApp auch sein',neutral
'ok aber ist es notwendig?',neutral
'Falls etwas nicht klappen sollte melde ich mich bei Ihnen bitte vergessen Sie mich nicht und einen schönen Tag noch',worry
'Ich würde jedenfalls gerne um eine Zusendung bitten',neutral
'und ev. diese falmingos die ich mir angesammelt habe bei der verlängerung verwenden',neutral
'Ist geschickt über Kontaktformular -- können Sie bitte die Übermittlung bestätigen?',worry
'Ok danke dann wird es morgen ankommeb die bestätigung habe ich ja schon geschickt.',neutral
'dann gebe ich das einfach so weiter',neutral
'Nein und mein Mann ist in der Arbeit!',angry
'ALL INCL. Youngstar i {Potentielle_ID}',neutral
'aha oke das ist schon mal gut',happy
'vom System wird da automatisch das heckerl gesetzt un dich bin darüber gestolpert...',neutral
'Haben sie eine Information für mich',neutral
'geht es anfang nächster woche auch noch?',neutral
'ich kann also nach den preisen gehen wie sie mir im schop angezeigt werden lf',neutral
'An die Eggstr. 44?',neutral
'lesen sie es nochmal durch',worry
'Super dann bin ich beruhigt vielein  Dank',happy
'einen moment. da es eine Firmen Nummer war ist das vermutlich an meinen Arbeitgeber gegange',neutral
'na gut danke für die auskunft',neutral
'Guten Tag. Ich bin {Name}',neutral
'Ich will das alles nicht lesen... xD',neutral
'ich bin schon eingeloggt {Name}',neutral
'guten morgen. mein name ist {Name} kreindl',neutral
'ok na ich werde mir das noch überlegen danke auf alle Fälle für Ihre Info vielleicht kommen ja noch muttertagsangebote oder ein summer special. und dort ist dann der knüller dabei. mlg',neutral
'Meine Adresse ist {Potentielle_ID} Langenzersdorf Seeschlacht',neutral
'da ich momentan im asuland bin..',neutral
'Ich finde es mittlerweile sehr mühsam vor allem weil mir im Shop dann noch mitgeteilt wurde ich hätte ja Nachrichten erhalten von {Name} (welche ich nie bekommen habe).',angry
'es geht um die rufnummer: {Telefonnummer}',neutral
'Führerschein nummer {Telefonnummer}',neutral
'bekomm ich bitte eine bestätiungs email das das aufgehoben wurde oder sms',neutral
'das war schnell und korekt danke.',happy
'Ich bin erst im Juli draufgekommen weil ich einen dringenden Anruf erledigen hätte sollen - und das war nicht möglich.',neutral
'der mitarbeiter hat doch auch gesagt das wäre okay. deswegen versteh ich das jetz alles nicht',angry
'{Telefonnummer} die bitte',neutral
'das ist mir zuviel werde mal in handyshop schauen. danke',angry
'Nein das wäre dann alles vielen Dank und noch einen schönen Abend.',happy
'Ich weiß nicht wo das Paket',neutral
'perfekt! vielen dank!',happy
'ja so habe ich dass gemeint.',angry
'Also ist die Sache derzeit nicht als zielführend anzusehen. {Potentielle_ID} Ilz {Potentielle_ID} Altenmarkt bei Fürstenfeld und Großhartmannsdorf',angry
'das war ja auch das online Angebot',neutral
'Okay das ist ja was ...',neutral
'Ja dann nehme ich das bitte. Können Sie das gleich veranlassen?',happy
'Super danke für die hilfe',happy
'wenns nicht funktioniert lesen wir uns wohl gleich wieder :-)',neutral
'danke ihnen auch ein schönes Wochenendde',happy
'Gibt es keine anderen Möglichkeit?',neutral
'nein ich war im Shop  schon vor drei Wochenheute habe ich die Karte bekommen !',neutral
'Ok danke. dann werde ich demnächst einen t-mobile shop aufsuchen.',neutral
'und bis morgen habe ich zeit?',neutral
'ich habe dies nicht gewusst',worry
'ist alles auf meinen Vater noch gemeldet und kann so bleiben',neutral
'{Name} sicher leider weis ich net was meine Frau {Name} bei euch hat Rechnung geht ja eh an mich wolln sie kurz die Nummer zum reinschaun',neutral
'sind sie ein menshc ?',neutral
'das ist {Name} 100% garantiere ich Ihnen',neutral
'Guten tag . Mein name ist  {Name}',neutral
'Super Vielen Dank dann bin ich beruhigt. Schönen Tag noch ! :)',neutral
'ungefähr...ob es sich rentiert einschicken?',neutral
'Sie meinte ich bekomme ich Kürze die Infos per Email zugesandt. Bis jetzt ist aber noch kein Email eingetroffen deshalb die Nachfrage. Benötigen Sie meine Kundennummer?',worry
'wäre das dann sofort möglich?',neutral
'können sie das gleich machen???',neutral
'ok dann kann nichts schief gehen',neutral
'als ich mein neues Handy nahm',neutral
'nichts ich suche mir einen Anbieter der seine Kunde fair behandelt ...',angry
'Ok dann muss ich ihm das noch sagen weil ich habe nur den IBAN',neutral
'Hab ich getan. Soll ich hier etwas sehen oder ist das nur für dich?',neutral
'ok.. aber es gibt eine problem.. ich habe Jetzt ein andere netz.. aber ich habe immer noch t-mobile kunde.. da ich jetzt andere benutze kann ich ohne sim karte die iPhone nicht benutzen.. ich glaube sie brachen IME Nummer für entspreen',worry
'dann haben sie halt meinen alten Namen - fühle mich sowas von verarscht!!!!!',angry
'derzeit habe ich nur eine Download Geschwindigkeit von max. 29mb',neutral
'ich hab mich noch nicht schlau gemacht darum die rudimentäre frage',neutral
'meine kundennr *****',neutral
'hab hndy gerade nicht voort - darf ich mich noch einmal melden?',neutral
'Allees klar vielen dank trotzdem',neutral
'Nein jetzt haben Sie wieder eine Ruhe von mir :)',neutral
'wo genau find ich es denn online?:/',neutral
'Für die 3 brauche ich es',neutral
'danke für die hilfe und einen schönen tag noch',happy
'Das wäre super. Freitag ist die Frist jedoch schon vorbei.',happy
'Das wäre mir recht! Die NÜVI habe ich übrigens gerade per Mail erhalten.',neutral
'ich habe gerade eine e mail von Mobile erhalten mit dem Inhalt das der vertrag aktiviert wurde und in 15 min startbereit ist',neutral
'Haben diese eine Integriert?',neutral
'Igh sxhreibe aber er kommt keine antwort',angry
'+{Potentielle_ID} und die andere betrifft :)',neutral
'Also bedeutet das dass ich nur ein paar Tage länger als 2-3 Werktage warten muss?',neutral
'Ok. Vielen Dank für die Auskunft!',neutral
'Das ist schade aber Danke .Ein Schönen Tag noch.',neutral
'Europark salzburg ist bei mir am nächsten... Ok',neutral
'ich kann die nummer nicht anrufen',neutral
'ok hab ich vorher nicht geschafft....',neutral
'Könnten Sie mir da auch weiterhelfen?',neutral
'ich bin bei ihnen leider falsch aber die dirtte Möglichkeit also ich habe eine andere Frage hat mich leider nicht weiterverbunden',angry
'ok. dann bedanke ich mich für ihre hilfe',neutral
'ob T-Mobile oder Drei',neutral
'Okay ich verstehe dankeschön. Die Frist von 28 Tagen gilt dzt. noch?',happy
'Aber dennoch empfinde ich dies aus Kundensicht sehr schwach und keinen guten Start für einen Wechsel zu T-Mobile',angry
'nein ich möchte dieses!',neutral
'Dann wurde es um 15:45 aktiviert - zu der Zeit war ich jedoch schon wieder auf dem Heimweg',neutral
'ok danke für die hilfe..',happy
'das funktioniert mit ohne zusätzlichen kosten?',neutral
'bekomm ich dann wieder so eine sms?',neutral
'was ist {Telefonnummer}',neutral
